年份,題號 ,答案 ,完整題目,章節出處,名稱
110,57,D,一名 35 歲男性倒臥在工廠內， 左下肢被捲入滾輪機器，您到達現場發現患者已脫困，但左下小腿傷勢十分嚴重，一直有鮮血冒出。根據 PHTLS 處置原則 XABCDE ，請問以下敘述 何者為非 ？ (A) X ：為控制可見的大出血。 (B) A ：呼吸道處置、頸椎保護。 (C) C ：確認循環相關問題，控制中度、輕度出血。 (D) D ：鑑別診斷致命傷害。,第 25 章,外傷總論與重大外傷
110,58,D(A),承上題：您評估患者傷口如下圖，有多處動脈出血點及大面積的軟組織損傷，脛骨、腓骨開放性骨折，請問以下何者是最理想的止血法？ (A) 戰術止血帶止血法。 (B) 直接加壓止血法。 (C) 止血棉填塞止血法。 (D) 合併多種止血法。,第 25 章,外傷總論與重大外傷
110,59,B,一名 70 歲男性病患主訴胸痛而報案，生命徵象穩定，現場心電圖如下圖所示，下列敘述何者最適當？ (A) 需立刻再做一張右側心電圖。 (B) 通報後送醫院啟動心導管小組。 (C) 等到達醫院後再追蹤 EKG ，由醫師決定是否啟動心導管。 (D) 給予初步藥物治療，就近送往一般級醫院，密切觀察追蹤。,第 33 章,心電圖判定
110,60,C,35 歲男性，被發現倒臥在大樓中庭，意識不清、心跳 150 次 / 分鐘、血壓 80/50mmHg 、呼吸24 次 / 分鐘、血氧 98% 、傷患兩側跟骨明顯腫脹變形。以下敘述 何者為非 ？ (A) 判斷受傷機轉有可能為墜樓。 (B) 休克原因需考慮出血性休克。 (C) 受傷機轉不會造成腰椎骨折。 (D) 病患無法檢查頸椎壓痛故需進行頸椎保護。,第 25 章,外傷總論與重大外傷
110,61,D,關於出血性休克分級與表現徵候，下列敘述 何者為非 ？ (A) Class I 代表出血量小於全身血量的 15% 。 (B) Class II 臨床表徵可能會出現脈搏壓減少。 (C) Class III 通常是需要輸血治療。 (D) Class IV 代表出血量大於全身血量的 30% 。,第 25 章,外傷總論與重大外傷
110,62,C(B),關於脊髓損傷的相關敘述， 何者為非 ？ (A) 前脊髓症候群 (Anterior cord syndrome) 通常會造成痛覺及溫覺喪失，但本體感覺保留。 (B) 脊髓半切症候群 (Brown-sequard syndrome) 通常會造成受傷同側運動功能喪失，對側感覺功能喪失。 (C) 脊髓休克 (Spinal shock) 通常會以心跳緩脈及組織灌流不足表現。 (D) 中央脊髓症候群 (Central cord syndrome) 通常上肢的症狀會比下肢嚴重。,第 27 章,脊椎與脊髓外傷
110,63,B,一名男性於火場救出，其傷勢描述及範圍如下圖所示，分別為右臂背側皮膚如曬傷，胸腹部正面出現皮膚紅腫及水泡，右下肢及生殖器皮膚出現死白焦黑及水泡，請問含 2 度以上燒燙傷面積計算為多少 % ？ (A) 22.5% 。 (B) 28% 。 (C) 32.5% 。 (D) 37% 。,第 31 章,燒燙傷與電擊傷
110,64,D,重大創傷時「創傷致命三合症 (Lethal triad of trauma) 」， 不包含 以下何者？ (A) 凝血病變。 (B) 酸血症。 (C) 低體溫。 (D) 低血氧。,第 25 章,外傷總論與重大外傷
110,65,B,40 歲男性工作時被火灼傷，全身多處大面積燒傷，意識清楚表示疼痛，下列處置何者最適當？ (A) 傷患顏面燒傷，眉毛鼻毛燒焦捲曲，若尚可講話不用考慮插管。 (B) 計算靜脈輸液治療時，燒燙傷面積不需加入一度燒傷面積。 (C) 三度燒傷區域，可以為乾硬不具彈性的皮膚稱為焦痂 (eschar) ，會有嚴重疼痛表現。 (D) 輸液補充量計算改用修正後布魯克公式 (modified Brooke formula) ，為了增加體液的補充量，避免體液流失造成休克惡化。,第 31 章,燒燙傷與電擊傷
110,66,D,關於創傷性主動脈斷裂 (traumatic aortic rupture) ， 下列何者最適當？ (A) 常見主動脈破裂或斷裂的位置是胸腹主動脈交接處。 (B) 80~90% 的傷患會有右側胸腔內積血。 (C) 最常見於高處跌落創傷機轉。 (D) 因動脈韌帶 (ligamentum arteriosum) 固定住主動脈，拉扯造成斷裂。,第 28 章,胸部外傷
110,67,C,一位 23 歲男性病人在停車場因停車糾紛，左胸部被刺一刀，意識清楚但血壓只有 90/70 mmHg ，心跳 160 次 / 分鐘、呼吸 18 次 / 分鐘，下列描述何者最適當？ (A) 若左邊肺部無呼吸聲音且氣管偏移有可能是心包膜填塞。 (B) 若雙邊肺部皆有呼吸聲音且氣管沒有偏移需考慮張力性氣胸。 (C) 超音波檢查需注意跳動的心臟周邊，有無像心臟內一樣的黑色的水在周邊。 (D) 開放性傷口若有氣泡或冒泡聲，首要任務是完全封閉胸壁開放性傷口。,第 28 章,胸部外傷
110,68,D(C),關於腹部臟器創傷，下列描述 何者為非 ？ (A) 肝臟為腹部最大的實質器官，為腹部刀刺傷中最常受損的器官，受傷機轉中有上腹部創傷者均應懷疑有肝臟損傷之可能。 (B) Kehr 徵象為脾臟損傷，疼痛轉移至左肩之現象。 (C) 胰臟損傷最常見的機轉為外力直接撞擊上腹部壓迫胰臟撞擊脊椎所致，症狀包括上腹部瘀青、傷口，上腹痛並放射至背部。 (D) 小腸損傷初期主要症狀為腹部疼痛，理學檢查需要有腹膜炎徵象。,第 29 章,腹部外傷
110,69,A,20 歲男性在夏日馬拉松賽跑後，全身冒汗且神智不清，現場量測體溫為 42℃ ，請問關於此病患的診斷與治療，下列何者最適當？ (A) 病人若發生抽搐，可使用 Lorazepam 控制。 (B) 降溫的主要目標，是快速將體溫降到 38℃ 以下。 (C) 中暑病人的皮膚通常是乾燥無汗，因此這位病人熱中暑機會很低。 (D) 使用 4℃ 的生理食鹽水點滴輸液降溫比用灑水併吹風扇降溫安全快速。,第 44 章,環境急症
110,70,C,30 歲女性被困在冷涷庫中 30 分鐘，救出時身上無明顯外傷，但已無生命徵象，量測病人中心體溫為 20℃ 。請問關於此病患的急救，下列何者最適當？ (A) 呼吸及脈搏不易評估，評估脈搏至少需 45 秒以上。 (B) 氧氣需求量少，因此氣管內插管對病人並無幫助。 (C) 若發現病人身體已完全結凍、口鼻已冰封，則可以停止急救。 (D) 在體溫回升到 30℃ 前不應給予 Epinephrine ，以免造成組織毒性。,第 44 章,環境急症
110,71,B,關於足月新生兒接受正壓通氣的描述，下列何者最適當？ (A) 娩出時若無哭聲，需立即給予正壓通氣。 (B) 給予正壓給氧的速率約為 40-60 下 / 分鐘。 (C) 為避免缺氧，通氣時應使用 100% 的氧氣。 (D) 除非心跳小於 60 下 / 分鐘，否則不需給予正壓通氣。,第 48 章,新生兒急救與小兒急症
110,72,A,有關產婦急救敘述，下列何者最適當？ (A) 維持正常去顫電擊的位置和電量。 (B) 務必以左側躺姿勢進行壓胸急救。 (C) 點滴注射時，儘量打在下肢靜脈。 (D) 插管時應選用較大號的氣管內管。,第 49 章,婦產急症
110,73,C,33 歲男性到綠島水肺潛水，最後一次潛水後約 12 小時產生突發性雙下肢無力、完全無法走路的症狀。關於這位病人的描述，下列何者最適當？ (A) 發生此症狀的原因，最可能是血中的氧氣氣泡阻塞血管所致。 (B) 轉送過程中需給予高濃度氧氣，並以頭低腳高的姿勢運送。 (C) 病人可能罹患減壓病，需轉送至有高壓氧治療的適合醫院。 (D) 病人如需空中轉送，機艙內壓力應儘量維持較海平面壓力為低。,第 44 章,環境急症
110,74,A,70 歲男性，通報意識不清，現場發現全身冒汗、嘔吐、大小便失禁。理學檢查發現呼吸明顯濕囉音。血壓 160/80 mmHg 、 脈搏 40 次 / 分鐘、呼吸 30 次 / 分鐘、體溫 36.5℃ 、血氧 92% 、 GCS= E3V4M5 、雙側瞳孔大小 1mm 且對光有反應。請問這位病人的症狀，與哪種中毒症候群最符合？ (A) 膽鹼性中毒症候群。 (B) 抗膽鹼性中毒症候群。 (C) 致幻覺性中毒症候群。 (D) 仿交感神經作用中毒症候群。,第 50 章,毒物學
110,75,B,關於準自殺行為的危險因子，下列 何者為非 ？ (A) 退休狀態。 (B) 完美主義人格。 (C) 婚姻處於分居狀態。 (D) 曾執行一次的準自殺行為。,第 46 章,行為急症與精神急症
110,76,B,關於臺灣毒蛇的敘述，下列敘述何者正確？ (A) 眼鏡蛇的毒牙為管牙，被咬傷後因組織被破壞導致疼痛腫脹與腐爛。 (B) 雨傘節的神經性毒液的毒性為台灣陸生毒蛇中毒液最強者。 (C) 百步蛇蛇毒常會引起急性賢衰竭與全身性出血的症狀。 (D) 台灣目前的抗蛇毒血清共有六種，僅有醫學中心六種皆有備藥隨時可用。,第 44 章,環境急症 
110,77,B,下列皆是腸病毒 71 型感染併發重症的常見病徵，但 何者為非 ？ (A) 肌躍型抽搐 (myoclonic jerks) 。 (B) 低血糖 (hypoglycemia) 。 (C) 肢體顫抖 (tremor) 。 (D) 心搏過速 (tachycardia) 。,第 43 章,新興傳染病與疫災防治
110,78,B,"王太太因情緒不佳，去藥局買了一些普拿疼 (Acetaminophen, ACT) 企圖自殺，服用一小時由 119 送來急診。下列敘述 何者為非 ？ (A) 其主要毒性傷害為肝毒性，如未治療，症狀在第 3 、 4 天最為嚴重。 (B) 病人到院時就要馬上抽測血中 ACT 濃度，並立刻給解毒劑治療。 (C) 解毒劑是 N-Acetylcysteine ， 8 小時內使用有很高的機會完全康復。 (D) 服用解毒劑 N-Acetylcysteine 時，不應同時給予活性炭治療。",第 50 章,毒物學
110,79,A,我們可以利用 CAGE 的簡易口訣，提早發現同仁可能有酗酒的問題，請問下列關於 CAGE 的敘述， 何者錯誤 ？ (A) C 代表 Continuity ，我們可以先詢問同仁是否已不自覺的連續多天飲酒？ (B) A 代表 Annoyance ，可以接著詢問同仁是否因喝酒而造成家人或朋友的嫌惡？ (C) G 代表 Guilty ，下一步是詢問同仁是否會覺得這樣長期飲酒有罪惡感？ (D) E 代表 Eye opener ，可以詢問同仁是否一早起來就會覺得想要找酒來喝？,第 46 章,行為急症與精神急症 
110,80,C,救護現場一名 36 歲女性，明顯眼神紊亂，表示自己有超能力可以操縱氣體，且她聽到居禮夫人叫她操縱瓦斯進行發電；跟家人詢問後，家人表示病人無過去病史，但這半個月以來此類妄想此情形反覆發生，這次是因為已有明顯危害自己跟家人人身安全的疑慮，才報案處理。請問以下描述，何者最適當？ (A) 根據病人臨床表現及家人提供的資訊，此病人有可能的臆斷應為躁症發作。 (B) 以溝通原則來說，問答採用「是居禮夫人叫你開瓦斯嗎？」比「居禮夫人跟你說了什麼？」還要適合。 (C) 除了過去病史之外，還應該詢問家族內是否有身心科病史、病人最近是否有使用娛樂性用藥或毒品。 (D) 此病人已有明顯自傷傷人之疑慮，故在警察尚未抵達之前，救護員可以依法將病人強制約束及送醫。,第 46 章,行為急症與精神急症 
110,81,B,你接獲通報，前往協助一名酒醉路倒的病患送醫；當你到場時，發現病患渾身酒氣、意識不清、全身瘀青倒在店家門口，老闆表示病患這幾天都沒吃東西，剛剛半小時前又跟他買酒喝，希望你載他到附近醫院就醫；在運送過程中，病患突然牙關緊閉、眼睛上吊、疑似癲癇發作 (seizure) ，請問引起此病患癲癇發作的鑑別診斷何者 最不可能 ？ (A) 電解質異常 (Electrolyte imbalance) 。 (B) 酒精戒斷 (Alcohol withdrawal) 。 (C) 創傷性腦損傷 (Traumatic brain jury) 。 (D) 低血糖 (Hypoglycemia) 。,第 46 章,行為急症與精神急症 
110,82,D,8 歲男童體重約 30 公斤。吃果凍吃到一半突然臉色紫青，而後轉為心跳停止。你抵達現場時已有家人在進行心肺復甦術。接下來的急救措施，何者正確？ (A) 當預計進行氣管置入時，無氣囊的氣管內管號數應挑選為 5.5 號以上。 (B) 當成功置入後，無氣囊氣的管內管置入深度應為 15 公分以上。 (C) 在急救過程中，施打腎上腺素 (Epinephrine) 的劑量每次為 0.03mg 。 (D) 在回復自主呼吸心跳後，此男童收縮壓的標準應維持在 86mmHg 以上。,第 48 章,兒科急症
110,83,D,請問下列救護情境，何者 最不像 是兒童虐待的案件？ (A) 母親表示 3 歲大女嬰在家人睡午覺時，自己從床上翻落導致腹部瘀傷。 (B) 父親表示 10 個月男嬰練習走路時不慎跌倒， X 光發現移位性股骨骨折。 (C) 老師表示 4 歲女童早上跌倒導致頭部撕裂傷，傍晚帶來急診傷口縫合。 (D) 教練表示 6 歲男童在跆拳道集訓過程中，雙側前臂瘀青疼痛活動困難。,第 48 章,兒科急症
110,84,A,相較於固定翼航空器 ( 小飛機 ) ，以直昇機進行空中救護有哪項優點？ (A) 機動性高。 (B) 安全性佳。 (C) 醫療條件較優。 (D) 受天候影響小。,第 58 章,空中救護體系 
110,85,B,大地震後災區病人的預期健康狀況，下列 何者為非 ？ (A) 急性心肌梗塞比例會增加。 (B) 孕婦流產及早產的情形將較為少見。 (C) 大部份嚴重的傷患，應該都是合併多處創傷。 (D) 傷患常因頭、胸部嚴重壓傷造成立即死亡。,第 57 章,常見天然災害
110,86,D,關於事件指揮系統中後勤組的功能，下列 何者為非 ？ (A) 建立並維護通訊系統。 (B) 維護電力及衛生設備。 (C) 提供工作人員食物及飲水。 (D) 追蹤應變人員的工作時間。,第 52 章,大量病人與災難應變 
110,87,A,使用 START 法進行檢傷時有些傷患的病情容易被誤判為重症，但下列 何者除外 ？ (A) 孕婦。 (B) 失聰傷患。 (C) 下肢殘障傷患。 (D) 過度換氣傷患。,第 52 章,大量病人與災難應變 
110,88,B,關於不明化學物質外洩現場的災害處置與救護，下列何者正確？ (A) 除污走廊應設在外洩點的下風上坡處。 (B) 在熱區可對傷患進行簡單的呼吸道維持治療。 (C) 在暖區執行除污時，傷口應以大量高壓水沖洗清潔。 (D) 執行除污時，傷患身上的固體毒化物顆粒，需立刻以清水乾淨。,第 53 章,危害物質與核生化應變
110,89,D,颱風可能對醫療服務造成的影響，下列敘述何者 最不適當 ？ (A) 道路中斷，可能需要空中運輸。 (B) 緊急救護時，行車安全的風險增加。 (C) 醫療院所淹水及交通阻斷，影響醫院運作。 (D) 造成新興傳染病盛行，耗費大量醫療資源。,第 57 章,常見天然災害
110,90,C,關於大型活動的醫療規劃原則，下列敘述何者 最不適當 ？ (A) 醫療規劃時，「保護自己的安全」為首要規劃重點。 (B) 醫療站動線必須讓急救人員可攜帶急救裝備順利往返。 (C) 醫療站位置最好設置在 8 分鐘路程內可到所有活動區域處。 (D) 預估傷患人數通常與活動種類、持續時間、現場溫度與高度有關。,第 54 章,大型活動之緊急醫療救護 
110,91,A,關於核生化事件的防護衣，下列敘述何者最適當？ (A) C 級防護衣不可在缺氧環境下使用。 (B) 化災防護衣，可防護穿透式的輻射線。 (C) 進入毒化災現場，當毒物不明時，應穿戴 B 級防護衣。 (D) C 級防護衣是包括全面式面罩加上供氧呼吸裝備及全身防潑濺的防護衣。,第 53 章,危害物質與核生化應變
110,92,C,核電廠發生輻射外洩事件，一名傷患經除汙之後，輻射應變隊偵測傷患身上沒有輻射反應，你獲派運送此傷患就醫。下列敘述何者最適當？ (A) 偵測身上沒有輻射反應，表示該傷患輻射暴露劑量極低。 (B) 救護人員治療此位傷患，仍需穿著防輻射衣進行。 (C) 傷患出現嘔吐症狀距離輻射暴露的時間，和輻傷嚴重度有關。 (D) 該傷患應至少會出皮膚紅、噁心、嘔吐或發燒其中之一的症狀。,第 53 章,危害物質與核生化應變
110,93,A,事故指揮系統中，以下哪項應為執行部部長的任務？ (A) 確保轄屬的工作人員都依照安全規範執行任務。 (B) 收集、分析、散發資訊。 (C) 提供資源和服務，以協助事故應變順利進行。 (D) 保存災害復原記錄與損害記錄。,第 52 章,大量病人與災難應變 
110,94,D,大量傷患檢傷分類大部分的國家係分成四級，依照顏色來表示，下列敘述 何者錯誤 ？ (A) 紅色：重傷，屬於優先處理患者，患者通常傷勢嚴重危及生命，但若及時治療存活機會大，如身體大量出血，上呼吸道阻塞，張力性氣胸。 (B) 黃色：中傷，暫緩治療，患者通常有顯著傷勢，但是稍微晚點處置不會危及生命，也不會造成嚴重的後遺症，如股骨骨折。 (C) 綠色：皮肉輕傷，可自己行走，延遲處理也不會有後遺症。但需要小心有惡化成紅色或黃色的情形。 (D) 黑色 ( 白色 ) ：瀕死，多處重大創傷或者已經是明顯死亡的傷病患，全世界處理順序都是最後處治。,第 52 章,大量病人與災難應變 
110,95,B,事故應變的現場作業又區分為現場評估 → 集結檢傷 → 現場救護 → 確適醫療。以下敘述 何者錯誤 ？ (A) 現場評估的重點包含 4 個 S ，也就是確保安全 (Safety) ，事故資訊 (Size-up) ，狀況回報 (Send Information) ，及建立指揮 (Set up) 。 (B) 集結檢傷屬於現場檢傷，主要目的在決定醫療處理的優先順序，因此屬於初級檢傷。 (C) 現場救護被視為事故現場與確適醫療之間的過渡階段，主要的重點有 3T ，檢傷 (Triage) ，治療 (Treatment) ，後送 (Transport) 。 (D) 確適醫療是指醫院有足夠能力以及足夠容量來處理這個患者，不需要再轉介至其他醫療院所治療。,第 52 章,大量病人與災難應變 
110,96,C,對於大量傷患後送至確適醫療單位的原則與現況，下列敘述 何者為非 ？ (A) 相較於重症傷患，輕症傷患常在初期湧入醫院消耗大量處理能量，以致當重症傷患送達時沒有足夠人力和設備處理。 (B) 輪送 (rotating) 適用於事故地點附近醫院的距離、處理能力和容量都相似時，將嚴重度類似的傷患輪流後送以避免醫院不堪負荷。 (C) 當某醫院已超乎負荷，沒有能力接收新傷患時，應採取繞道 (bypass) 原則，避開這家無法負荷的醫院。 (D) 群送 (packaging) 適合用於輕症傷患，將一整群傷患一起送到某家醫療院所，轉送前須確認該醫院有足夠的接收容量。,第 52 章,大量病人與災難應變 
110,97,C(ABD),關於大量傷患作業時，後送小組的職責，下列敘述 何者為非 ？ (A) 後送為現場救護的三大重點之一，需要與檢傷小組、治療小組互相配合分工。 (B) 後送管制員需與醫療小組的醫療派遣員溝通了解傷患傷情細節，了解各醫院接收能量，協調後送順序及調配轉送資源。 (C) 後送組長應儘可能將輕傷病患分配至不同醫院以避免壅塞，而不是單純地計算後送醫院已經接收的人數。 (D) 大傷事件的救護紀錄單應隨同傷病患送到醫院，以利醫護人員知道狀況和處置。,第 52 章,大量病人與災難應變 
110,98,D,有關現場救護的權責，下列敘述何者最適當？ (A) 大量傷患現場醫療小組人數可能嚴重不足，而中重傷者常一下子湧入治療區，故只要傷患脫困後即應該馬上轉送醫院，毋須現場執行醫療處置。 (B) 現場檢傷時先召喚可行走傷患集中於傷患集結區，確保人員安全；無法行走傷患則由檢傷人員評估並搬運至傷患集結區。 (C) 明顯死亡的傷患，應該先做好現場蒐證後，再送達遺體區。在危害物質事故時，宜盡速移動遺體以免染污。 (D) 醫療小組的醫療派遣員須和後送小組的後送管制員確認溝通傷病患人數及嚴重度，後送順序、方式、時間、車輛、接收醫院等事宜。,第 52 章,大量病人與災難應變 
110,99,D,關於各種運動賽事場邊救護，以下觀念何者正確？ (A) 進入冰上曲棍球場地執行救護必須著冰刀以免破壞場地。 (B) 柔道跌打損傷多，冷凍噴劑是急救包必備項目。 (C) 摔角賽事基本禮儀是救護人員應比照選手穿著短褲。 (D) 橄欖球賽在醫護人員進入賽場時，比賽仍繼續進行中。,第 55 章,運動賽事救護人員的角色與任務 
110,100,A,新興傳染病感染鏈中，最容易被消滅或打斷以阻絕疾病傳染的部份是？ (A) 傳染途徑。 (B) 易感宿主。 (C) 傳染病源。 (D) 傳染窩。,第 43 章,新興傳染病與疫災防治
111,1,C,如果您是因為「不想進火場、那麼只跑救護好像也不錯」的想法而參訓 EMTP ，根據馬斯洛需求理論，這樣的動機層次是屬於？ (A) 生理需求。 (B) 愛與歸屬。 (C) 安全需求。 (D) 自我實現。,第 6 章,救護技術員的心理衛生 
111,2,D,有關選擇後送醫院的「分流政策」與「繞道政策」，何者正確？ (A) 分流政策指的是將重症病人後送到可以做確切治療的醫院。 (B) 繞道政策指的是將輕症病人避開鄰近壅塞的醫院而送至其他的醫院。 (C) 生命徵象穩定但遭受高能量機轉的外傷病人應分流至無壅塞的醫院。 (D) 生命徵象穩定且在黃金時間內的腦中風病人應繞道至栓溶或取栓的醫院。,第 25 章,外傷總論與重大外傷
111,3,A,救護行為構成法律上「過失」必須同時符合四項要件，下列何者 最不符合 過失要件？ (A) 下班時對病人進行 CPR 造成肋骨骨折，病人死亡。 (B) 執勤中以氧氣導管直接插入病人氣切口，病人張力性氣胸死亡。 (C) 送醫途中車禍，救護車載送之月經痛病人飛出車外，頭部外傷死亡。 (D) 氣管內管插管，誘發病人嘔吐造成吸入性肺炎，併發敗血性休克死亡。,第 4 章,緊急醫療救護相關法律規範 
111,4,B,民眾報案家中 16 歲的女兒因感情因素想跳樓，救護人員到場後，母親 ( 報案者 ) 擋在門口、表示女兒只是一時情緒不穩定，沒有精神病史，目前也已穩定且在房間裡休息、也有朋友陪同。病人母親要求救護人員不要打擾她、且表示拒絕救護與警察人員入內。此時的處置方式，何者最為適當？ (A) 只要確定病人母親身份並請她於救護紀錄表簽名後，即可離開，不須作過多的解釋與說明，以免侵犯病人隱私。 (B) 母親是病人的法定代理人，能代理法律行為 ( 如簽約 ) ，但不能代理事實行為 ( 如急病狀態與否 ) ，所以最好還是持續溝通、要見到病人。 (C) 即使接觸傷病患弊大於利，救護人員也絕對不可聽信二手資訊 ( 如病人母親轉述 ) ，必須堅持見到病人本人並完整評估，才可返隊。 (D) 這個情境符合法律上的緊急避難，而消防救護人員因具有執行公務的身份，可直接援引行政執行法之規定，進行強制進入。,第 4 章,緊急醫療救護相關法律規範 
111,5,B,有關台灣醫療指導制度，下列敘述 何者為非 ？ (A) 醫療指導醫師實施辦法為衛生福利部制訂，並自民國 99 年 7 月 1 日正式施行。 (B) 線上醫療指導係指由消防局聘任之醫療指導醫師所執行的即時醫療指導。 (C) 直轄市、縣（市）消防主管機關應指定醫療指導醫師，建立醫療指導制度。 (D) 訂定各級救護技術員品質指標、執行品質監測為醫療指導醫師的法定任務。,第 2 章,台灣緊急醫療救護體系 
111,6,C,醫療倫理四基本原則， 不包括 下列哪一項？ (A) 尊重自主原則。 (B) 行善原則。 (C) 利他原則。 (D) 公正原則。,第 4 章,緊急醫療救護相關法律規範 
111,7,A,下列何者 最不可能 是 我國 高級救護技術員法定之緊急救護範圍？ (A) 在支援大型活動醫療站時給予頭痛病人服用普拿疼 (Acetaminophen) 。 (B) 在高山偏遠地區，對疑似高山肺水腫低血氧病患進行氣管內管插管。 (C) 在送醫途中對有脈博不穩定之心室頻脈病患進行心臟整流 (Cardioversion) 。 (D) 在救護現場依預立醫療流程執行 TOR(Termination-of-resuscitation) 現場判定死亡。,第 3 章,救護技術員的角色與責任
111,8,B,有關新冠病毒的傳播描述，以下 何者為非 ？ (A) 新冠病毒傳播主要為飛沫傳染。 (B) 濕洗手對新冠病毒的傳播不具阻斷與防護作用。 (C) 新冠病毒有可能經結膜感染，所以應戴護目鏡防護。 (D) 對 COVID-19 病人抽痰，會產生氣溶膠，所以應做好空氣傳染防護。,第 5 章,救護技術員的職業安全與傳染病防治
111,9,A,107 年消防署的「派遣員指導旁觀者心肺復甦術」的品管指標，以下 何者為非 ？ (A) 可接觸之報案電話的 OHCA 辨識比率：設定指標為 95 ％。 (B) 辨識出 OHCA 之報案者接受 DA-CPR 的壓胸比率：設定指標為 60 ％。 (C) 電話報案後至辨識出 OHCA 時間的中位數： <120 秒。 (D) 從報案電話到開始做 CPR 的時間中位數： <180 秒。,第 7 章,緊急醫療救護派遣系統
111,10,A,派遣員初始流程的四大戒律 (the Four commandments) ， 何者為非 ？ (A) 他 ( 傷病患者 ) 現場有個人需要幫忙 (B) 他 ( 傷病患者 ) 大概幾歲？ (C) 他 ( 傷病患者 ) 的意識是清醒的嗎？ (D) 他 ( 傷病患者 ) 的呼吸是正常的嗎？,第 7 章,緊急醫療救護派遣系統
111,11,C,全球復甦聯盟 (GRA) 「增加 OHCA 存活的十個步驟」中，名列第一步驟最重要的基石為？ (A) 落實快速派遣。 (B) 高品質心肺復甦。 (C) 建立 OHCA 登錄系統。 (D) 完整的 AED 部署計畫。,第 9 章,緊急醫療救護的品質管理 
111,12,C,新生兒出生時為了脫離母體血液循環，會做出一些生理上的調整與變化，下列 何者為非 ？ (A) 體循環血管阻力的上升。 (B) 主動脈、左心室與左心房壓力的上升。 (C) 肺循環的血管阻力上升。 (D) 右心室與右心房的壓力下降。,第 13 章,從出生到死亡：一生的成長與發展
111,13,C,根據科爾伯格的道德發展理論 (Kohlberg ’ s Stages of Moral Development) ，對孩子品行道德發展的描述，下列 何者為非 ？ (A) 「你搔我的背，我就會搔你的」這種『互惠』的概念是屬於天真的行為。 (B) 『好孩子心理』是屬於習俗水準的道德推理。 (C) 『法律與秩序』的心理是屬於後習俗水準的道德推理。 (D) 由經教養過的良知來決定什麼是對的，屬於後習俗水準的道德推理。,第 13 章,從出生到死亡：一生的成長與發展
111,14,A,有關抽吸，下列 何者為非 ？ (A) 抽吸過程中，若病人心跳加快，表示病人缺氧，須立刻停止抽吸。 (B) 抽吸可能引發肺部塌陷，連帶引發缺氧，導致心律干擾甚至心跳停止。 (C) 抽吸引發咳嗽可使顱內壓上升，使頭部外傷 病人增加腦疝脫的危險。 (D) 抽吸因呼吸道受刺激可導致血壓升高及心律不整。,第 15 章,呼吸道處置與通氣－技術篇
111,15,D,有關二氧化碳濃度圖儀解析 ( 虛線表示 40mmHg) ，下列 何者為非 ？ (A) 下圖圖形表示氣管內管突然滑脫，鬆脫或拗折。 (B) 下圖圖形表示 CPR 中，二氧化碳分壓值僅能大約維持在 10-20mmHg 左右。 (C) 下圖圖形表示 CPR 後疑似 ROSC 。 (D) 下圖圖形表示呼吸極不規則。,第 15 章,呼吸道處置與通氣－技術篇
111,16,D,下列何者是細胞的發電機，可進行有氧代謝產生細胞的能量來源？ (A) 高基氏體。 (B) 內質網。 (C) 中心粒。 (D) 粒線體。,第 12 章,人體基本解剖與生理
111,17,C,2 歲兒童因誤食硬幣求救。您到達現場後進行身體檢查，目視其呼吸淺快，進一步胸部聽診發現異常呼吸音，以下評估結果 何者為非 ？ (A) 此異常呼吸音為喘鳴音 (Stridor) ，為連續性雜音，清楚的聽診位置常位於頸部。 (B) 此異常呼吸音為空氣通過阻塞狹窄的胸腔外上呼吸道氣管，為中頻連續音。 (C) 此異常呼吸音也常發現於腫瘤、氣管內結核、痰液阻塞的病人。 (D) 此異常呼吸音於呼吸期出現時間，以吸氣期為主，嚴重狹窄時呼氣期亦會出現。,第 20 章,身體診察
111,18,B,以下各種方式為救護技術員用來評估病人呼吸道是否暢通的方法， 何者為非 ？ (A) 評估病人是否順暢說話。 (B) 檢查病人血氧濃度是否大於 94% 。 (C) 檢查病人是否有發出喘鳴聲 (stridor) 。 (D) 檢視病人口腔內是否有異物的存在。,第 15 章,呼吸道處置與通氣－技術篇
111,19,D,高級救護技術員在面臨臨床決策時，可以有效率的將臨床決策按順序以六個以 R 開頭的步驟付諸行動，以下 何者為非 ？ (A) 評估傷病患 (Read the patient) 。 (B) 評估環境 (Read the scene) 。 (C) 診斷治療 (React) 。 (D) 回報指導醫師 (Report to medical director ) 。,第 22 章,病人評估與決策
111,20,B,公眾去顫系統 (PAD) 計畫要成功，除了經費充足與立法保護施救者外，還有四大要素，以下敘述 何者為非 ？ (A) 由醫療專業人員規畫與監督整個計畫的進行。 (B) 加強訓練去顫器管理人員負責急救流程運作。 (C) 與當地的緊急醫療救護系統緊密配合。 (D) 定期的品管回顧檢討改進。,第 8 章,社區層級的緊急醫療反應
111,21,C,關於葉克膜 (ECMO) 的敘述，以下何者為是？ (A) VA-ECMO 為取代肺臟氣體交換的功能，對心臟的循環沒有幫助。 (B) VV-ECMO 將靜脈血經氣體交換後送回到動脈，可同時支持心肺功能。 (C) 頭部外傷合併顱內出血 72 小時內的患者為葉克膜的禁忌症。 (D) ECMO 僅限於用於心臟疾病患者，肺部疾病如肺臟移植並非適應症。,第 24 章,復甦醫學新進展 
